point_key,entity_type,entity_key,route_key,step_key,location_key,name,world_x,world_y,relation_type,accuracy_level,accuracy_score,route_priority,is_primary,is_verified,spoiler_level,notes,source_key
step_return_report_monster_culling_act1,route_step,return_report_monster_culling,fighter_op_fast_manual,return_report_monster_culling,stardrop_inn,Rapporteer Monster Culling - exact routepunt,1202,1331,step_target,estimated_high,70,88,1,0,1,Sprint 4B estimated Act 1 objective point; refine with in-game calibration. Stabiel herberekend via Sprint 4B.5 (shift-with-linked-location) met 29 kalibratiepunten.,game8
step_first_op_milestone_act1,route_step,first_op_milestone,fighter_op_fast_manual,first_op_milestone,vernworth,Eerste OP-mijlpaal bereikt - exact routepunt,1205,1327,step_target,estimated_high,70,100,1,0,1,Sprint 4B estimated Act 1 objective point; refine with in-game calibration. Stabiel herberekend via Sprint 4B.5 (shift-with-linked-location) met 29 kalibratiepunten.,own_calibration
step_check_readvent_of_calamity_window_act1,route_step,check_readvent_of_calamity_window,fighter_op_fast_manual,check_readvent_of_calamity_window,melve,Check Readvent of Calamity - exact routepunt,1104,1710,step_target,estimated_high,70,92,1,0,2,Sprint 4B estimated Act 1 objective point; refine with in-game calibration. Stabiel herberekend via Sprint 4B.5 (shift-with-linked-location) met 29 kalibratiepunten.,fextralife
step_resolve_readvent_of_calamity_act1,route_step,resolve_readvent_of_calamity,fighter_op_fast_manual,resolve_readvent_of_calamity,melve,Doe Readvent als hij actief is - exact routepunt,1104,1710,step_target,estimated_high,70,94,1,0,2,Sprint 4B estimated Act 1 objective point; refine with in-game calibration. Stabiel herberekend via Sprint 4B.5 (shift-with-linked-location) met 29 kalibratiepunten.,fextralife
step_accept_caged_magistrate_act1,route_step,accept_caged_magistrate,fighter_op_fast_manual,accept_caged_magistrate,stardrop_inn,Start The Caged Magistrate - exact routepunt,1202,1331,step_target,estimated_high,70,82,1,0,1,Sprint 4B estimated Act 1 objective point; refine with in-game calibration. Stabiel herberekend via Sprint 4B.5 (shift-with-linked-location) met 29 kalibratiepunten.,game8
step_complete_heel_of_history_act1,route_step,complete_heel_of_history,fighter_op_fast_manual,complete_heel_of_history,gracious_hand,Voltooi The Heel of History - exact routepunt,1195,1326,step_target,estimated_high,70,82,1,0,1,Sprint 4B estimated Act 1 objective point; refine with in-game calibration. Stabiel herberekend via Sprint 4B.5 (shift-with-linked-location) met 29 kalibratiepunten.,game8
step_free_waldhar_act1,route_step,free_waldhar,fighter_op_fast_manual,free_waldhar,vernworth_castle_gaol_tower,Bevrijd Waldhar - exact routepunt,1218,1312,step_target,estimated_high,70,84,1,0,1,Sprint 4B estimated Act 1 objective point; refine with in-game calibration. Stabiel herberekend via Sprint 4B.5 (shift-with-linked-location) met 29 kalibratiepunten.,game8
step_report_caged_magistrate_act1,route_step,report_caged_magistrate,fighter_op_fast_manual,report_caged_magistrate,stardrop_inn,Rapporteer The Caged Magistrate - exact routepunt,1202,1331,step_target,estimated_high,70,86,1,0,1,Sprint 4B estimated Act 1 objective point; refine with in-game calibration. Stabiel herberekend via Sprint 4B.5 (shift-with-linked-location) met 29 kalibratiepunten.,game8
step_accept_nameless_village_act1,route_step,accept_nameless_village,fighter_op_fast_manual,accept_nameless_village,stardrop_inn,Start The Nameless Village - exact routepunt,1202,1331,step_target,estimated_high,70,82,1,0,1,Sprint 4B estimated Act 1 objective point; refine with in-game calibration. Stabiel herberekend via Sprint 4B.5 (shift-with-linked-location) met 29 kalibratiepunten.,game8
step_travel_to_nameless_village_act1,route_step,travel_to_nameless_village,fighter_op_fast_manual,travel_to_nameless_village,nameless_village,Reis naar Nameless Village - exact routepunt,1590,1456,step_target,estimated_high,70,78,1,0,1,Sprint 4B estimated Act 1 objective point; refine with in-game calibration. Stabiel herberekend via Sprint 4B.5 (shift-with-linked-location) met 29 kalibratiepunten.,game8
step_clear_nameless_village_depths_act1,route_step,clear_nameless_village_depths,fighter_op_fast_manual,clear_nameless_village_depths,nameless_village_depths,Vind de geheime dieptes - exact routepunt,1593,1453,step_target,estimated_high,70,88,1,0,1,Sprint 4B estimated Act 1 objective point; refine with in-game calibration. Stabiel herberekend via Sprint 4B.5 (shift-with-linked-location) met 29 kalibratiepunten.,game8
step_claim_thief_maister_scrolls_act1,route_step,claim_thief_maister_scrolls,fighter_op_fast_manual,claim_thief_maister_scrolls,nameless_village_old_manor,Pak Thief maister-scrolls - exact routepunt,1590,1456,step_target,estimated_high,70,72,1,0,1,Sprint 4B estimated Act 1 objective point; refine with in-game calibration. Stabiel herberekend via Sprint 4B.5 (shift-with-linked-location) met 29 kalibratiepunten.,game8
step_report_nameless_village_act1,route_step,report_nameless_village,fighter_op_fast_manual,report_nameless_village,stardrop_inn,Rapporteer Nameless Village - exact routepunt,1202,1331,step_target,estimated_high,70,84,1,0,1,Sprint 4B estimated Act 1 objective point; refine with in-game calibration. Stabiel herberekend via Sprint 4B.5 (shift-with-linked-location) met 29 kalibratiepunten.,game8
step_accept_stolen_throne_act1,route_step,accept_stolen_throne,fighter_op_fast_manual,accept_stolen_throne,stardrop_inn,Start The Stolen Throne - exact routepunt,1202,1331,step_target,estimated_high,70,80,1,0,1,Sprint 4B estimated Act 1 objective point; refine with in-game calibration. Stabiel herberekend via Sprint 4B.5 (shift-with-linked-location) met 29 kalibratiepunten.,game8
step_collect_courtly_attire_act1,route_step,collect_courtly_attire,fighter_op_fast_manual,collect_courtly_attire,vernworth,Zorg voor Courtly Attire - exact routepunt,1205,1327,step_target,estimated_high,70,80,1,0,1,Sprint 4B estimated Act 1 objective point; refine with in-game calibration. Stabiel herberekend via Sprint 4B.5 (shift-with-linked-location) met 29 kalibratiepunten.,game8
step_attend_masquerade_act1,route_step,attend_masquerade,fighter_op_fast_manual,attend_masquerade,vernworth_hall,Doe de masquerade - exact routepunt,1218,1319,step_target,estimated_high,70,82,1,0,1,Sprint 4B estimated Act 1 objective point; refine with in-game calibration. Stabiel herberekend via Sprint 4B.5 (shift-with-linked-location) met 29 kalibratiepunten.,game8
step_report_stolen_throne_act1,route_step,report_stolen_throne,fighter_op_fast_manual,report_stolen_throne,stardrop_inn,Rapporteer The Stolen Throne - exact routepunt,1202,1331,step_target,estimated_high,70,82,1,0,1,Sprint 4B estimated Act 1 objective point; refine with in-game calibration. Stabiel herberekend via Sprint 4B.5 (shift-with-linked-location) met 29 kalibratiepunten.,game8
step_accept_unsettling_encounter_act1,route_step,accept_unsettling_encounter,fighter_op_fast_manual,accept_unsettling_encounter,stardrop_inn,Start An Unsettling Encounter - exact routepunt,1202,1331,step_target,estimated_high,70,84,1,0,2,Sprint 4B estimated Act 1 objective point; refine with in-game calibration. Stabiel herberekend via Sprint 4B.5 (shift-with-linked-location) met 29 kalibratiepunten.,game8
step_search_allards_chambers_act1,route_step,search_allards_chambers,fighter_op_fast_manual,search_allards_chambers,allards_chambers,Doorzoek Allards chambers - exact routepunt,1220,1318,step_target,estimated_high,70,86,1,0,2,Sprint 4B estimated Act 1 objective point; refine with in-game calibration. Stabiel herberekend via Sprint 4B.5 (shift-with-linked-location) met 29 kalibratiepunten.,game8
step_report_unsettling_encounter_act1,route_step,report_unsettling_encounter,fighter_op_fast_manual,report_unsettling_encounter,stardrop_inn,Rapporteer An Unsettling Encounter - exact routepunt,1202,1331,step_target,estimated_high,70,88,1,0,2,Sprint 4B estimated Act 1 objective point; refine with in-game calibration. Stabiel herberekend via Sprint 4B.5 (shift-with-linked-location) met 29 kalibratiepunten.,game8
step_pre_feast_missable_sweep_act1,route_step,pre_feast_missable_sweep,fighter_op_fast_manual,pre_feast_missable_sweep,vernworth,Pre-Feast missable sweep - exact routepunt,1205,1327,step_target,estimated_high,70,95,1,0,2,Sprint 4B estimated Act 1 objective point; refine with in-game calibration. Stabiel herberekend via Sprint 4B.5 (shift-with-linked-location) met 29 kalibratiepunten.,game8
step_optional_vernworth_sidequests_act1,route_step,optional_vernworth_sidequests,fighter_op_fast_manual,optional_vernworth_sidequests,vernworth,Sidequests wel/niet nu - exact routepunt,1205,1327,step_target,estimated_high,70,60,1,0,1,Sprint 4B estimated Act 1 objective point; refine with in-game calibration. Stabiel herberekend via Sprint 4B.5 (shift-with-linked-location) met 29 kalibratiepunten.,own_calibration
step_prepare_feast_of_deception_act1,route_step,prepare_feast_of_deception,fighter_op_fast_manual,prepare_feast_of_deception,stardrop_inn,Bereid Feast of Deception voor - exact routepunt,1202,1331,step_target,estimated_high,70,88,1,0,2,Sprint 4B estimated Act 1 objective point; refine with in-game calibration. Stabiel herberekend via Sprint 4B.5 (shift-with-linked-location) met 29 kalibratiepunten.,game8
step_start_feast_of_deception_act1,route_step,start_feast_of_deception,fighter_op_fast_manual,start_feast_of_deception,stardrop_inn,Start Feast of Deception - exact routepunt,1202,1331,step_target,estimated_high,70,94,1,0,2,Sprint 4B estimated Act 1 objective point; refine with in-game calibration. Stabiel herberekend via Sprint 4B.5 (shift-with-linked-location) met 29 kalibratiepunten.,game8
step_complete_feast_coronation_scene_act1,route_step,complete_feast_coronation_scene,fighter_op_fast_manual,complete_feast_coronation_scene,vernworth_hall,Voltooi coronation-scène - exact routepunt,1218,1319,step_target,estimated_high,70,92,1,0,2,Sprint 4B estimated Act 1 objective point; refine with in-game calibration. Stabiel herberekend via Sprint 4B.5 (shift-with-linked-location) met 29 kalibratiepunten.,game8
step_act1_complete_battahl_ready_act1,route_step,act1_complete_battahl_ready,fighter_op_fast_manual,act1_complete_battahl_ready,vernworth,Act 1 klaar: Battahl-ready - exact routepunt,1205,1327,step_target,estimated_high,70,100,1,0,2,Sprint 4B estimated Act 1 objective point; refine with in-game calibration. Stabiel herberekend via Sprint 4B.5 (shift-with-linked-location) met 29 kalibratiepunten.,own_calibration
quest_disa_plot_exact,quest,disa_plot,,,stardrop_inn,Disa's Plot - Brant start/turn-in,1202,1331,quest_context,estimated_high,68,65,1,0,1,Sprint 4B quest context point. Stabiel herberekend via Sprint 4B.5 (shift-with-linked-location) met 29 kalibratiepunten.,game8
quest_caged_magistrate_exact,quest,the_caged_magistrate,,,stardrop_inn,The Caged Magistrate - Brant start,1202,1331,quest_context,estimated_high,68,65,1,0,1,Sprint 4B quest context point. Stabiel herberekend via Sprint 4B.5 (shift-with-linked-location) met 29 kalibratiepunten.,game8
quest_nameless_village_exact,quest,the_nameless_village,,,stardrop_inn,The Nameless Village - Brant start,1202,1331,quest_context,estimated_high,68,65,1,0,1,Sprint 4B quest context point. Stabiel herberekend via Sprint 4B.5 (shift-with-linked-location) met 29 kalibratiepunten.,game8
quest_readvent_calamity_exact,quest,readvent_of_calamity,,,melve,Readvent of Calamity - Melve window,1104,1710,quest_context,estimated_high,68,78,1,0,2,Sprint 4B missable/vocation window point. Stabiel herberekend via Sprint 4B.5 (shift-with-linked-location) met 29 kalibratiepunten.,fextralife
